1,49.988
2,65.463
3,68.565
4,70.613
5,68.391
6,65.961
7,61.528
8,63.877
9,66.215
10,70.856
11,69.722
12,70.37
13,70.035
14,64.78
15,64.919
16,73.576
17,65.417
18,63.947
19,63.947
20,63.519
